Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00      11/826933      std::vector<element*, std::allocator<element*> >::operator[](unsigned long) [38]
-----------------------------------------------
                0.00    0.00      11/11          collection::getPtrbyID(int) [90]
[92]     0.0    0.00    0.00      11         collection::find(int) [92]
                0.00    0.00      94/909595      std::vector<element*, std::allocator<element*> >::size() const [37]
                0.00    0.00      94/826933      std::vector<element*, std::allocator<element*> >::operator[](unsigned long) [38]
                0.00    0.00      94/94          element::getID() [54]
-----------------------------------------------
                0.00    0.00       1/11          slider::slider(int, int, sf::String, int, int) [198]
                0.00    0.00      10/11          element::element(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [99]
[93]     0.0    0.00    0.00      11         element::initImage(int, int) [93]
                0.00    0.00      11/11          bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [96]
                0.00    0.00      10/13          sf::Rect<int>::Rect() [89]
-----------------------------------------------
                0.00    0.00       1/11          std::vector<element*, std::allocator<element*> >::~vector() [216]
                0.00    0.00      10/11          void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
[94]     0.0    0.00    0.00      11         std::_Vector_base<element*, std::allocator<element*> >::_M_get_Tp_allocator() [94]
-----------------------------------------------
                0.00    0.00      11/11          bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [96]
[95]     0.0    0.00    0.00      11         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [95]
-----------------------------------------------
                0.00    0.00      11/11          element::initImage(int, int) [93]
[96]     0.0    0.00    0.00      11         bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [96]
                0.00    0.00      11/11          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [95]
-----------------------------------------------
                0.00    0.00      10/10          main [1]
[97]     0.0    0.00    0.00      10         collection::add(element*) [97]
                0.00    0.00      10/10          element::setID(int) [98]
                0.00    0.00      10/10          void std::vector<element*, std::allocator<element*> >::emplace_back<element*&>(element*&) [107]
-----------------------------------------------
                0.00    0.00      10/10          collection::add(element*) [97]
[98]     0.0    0.00    0.00      10         element::setID(int) [98]
-----------------------------------------------
                0.00    0.00       1/10          button::button(int, int, int, int, sf::String, sf::String, sf::String) [194]
                0.00    0.00       1/10          knob::knob(int, int, sf::String, int, int) [186]
                0.00    0.00       1/10          slider::slider(int, int, sf::String, int, int) [198]
                0.00    0.00       1/10          label::label(int, int, sf::String, bool) [189]
                0.00    0.00       6/10          frame::frame(int, int, int, int, sf::String) [132]
[99]     0.0    0.00    0.00      10         element::element(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [99]
                0.00    0.00      10/11          element::initImage(int, int) [93]
-----------------------------------------------
                0.00    0.00      10/10          void std::allocator_traits<std::allocator<element*> >::construct<element*, element*&>(std::allocator<element*>&, element**, element*&) [104]
[100]    0.0    0.00    0.00      10         void __gnu_cxx::new_allocator<element*>::construct<element*, element*&>(element**, element*&) [100]
                0.00    0.00      10/35          element*& std::forward<element*&>(std::remove_reference<element*&>::type&) [72]
                0.00    0.00      10/10          operator new(unsigned long, void*) [114]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::max_size() const [102]
[101]    0.0    0.00    0.00      10         std::_Vector_base<element*, std::allocator<element*> >::_M_get_Tp_allocator() const [101]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_M_check_len(unsigned long, char const*) const [144]
[102]    0.0    0.00    0.00      10         std::vector<element*, std::allocator<element*> >::max_size() const [102]
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_S_max_size(std::allocator<element*> const&) [105]
                0.00    0.00      10/10          std::_Vector_base<element*, std::allocator<element*> >::_M_get_Tp_allocator() const [101]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_S_max_size(std::allocator<element*> const&) [105]
[103]    0.0    0.00    0.00      10         std::allocator_traits<std::allocator<element*> >::max_size(std::allocator<element*> const&) [103]
                0.00    0.00      10/15          __gnu_cxx::new_allocator<element*>::max_size() const [87]
-----------------------------------------------
                0.00    0.00       5/10          void std::vector<element*, std::allocator<element*> >::emplace_back<element*&>(element*&) [107]
                0.00    0.00       5/10          void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
[104]    0.0    0.00    0.00      10         void std::allocator_traits<std::allocator<element*> >::construct<element*, element*&>(std::allocator<element*>&, element**, element*&) [104]
                0.00    0.00      10/35          element*& std::forward<element*&>(std::remove_reference<element*&>::type&) [72]
                0.00    0.00      10/10          void __gnu_cxx::new_allocator<element*>::construct<element*, element*&>(element**, element*&) [100]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::max_size() const [102]
[105]    0.0    0.00    0.00      10         std::vector<element*, std::allocator<element*> >::_S_max_size(std::allocator<element*> const&) [105]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<element*> >::max_size(std::allocator<element*> const&) [103]
                0.00    0.00      10/10          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [113]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
[106]    0.0    0.00    0.00      10         std::vector<element*, std::allocator<element*> >::_S_relocate(element**, element**, element**, std::allocator<element*>&) [106]
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_S_do_relocate(element**, element**, element**, std::allocator<element*>&, std::integral_constant<bool, true>) [108]
-----------------------------------------------
                0.00    0.00      10/10          collection::add(element*) [97]
[107]    0.0    0.00    0.00      10         void std::vector<element*, std::allocator<element*> >::emplace_back<element*&>(element*&) [107]
                0.00    0.00      10/35          element*& std::forward<element*&>(std::remove_reference<element*&>::type&) [72]
                0.00    0.00       5/10          void std::allocator_traits<std::allocator<element*> >::construct<element*, element*&>(std::allocator<element*>&, element**, element*&) [104]
                0.00    0.00       5/14          std::vector<element*, std::allocator<element*> >::end() [88]
                0.00    0.00       5/5           void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_S_relocate(element**, element**, element**, std::allocator<element*>&) [106]
[108]    0.0    0.00    0.00      10         std::vector<element*, std::allocator<element*> >::_S_do_relocate(element**, element**, element**, std::allocator<element*>&, std::integral_constant<bool, true>) [108]
                0.00    0.00      10/10          element** std::__relocate_a<element**, element**, std::allocator<element*> >(element**, element**, element**, std::allocator<element*>&) [111]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
[109]    0.0    0.00    0.00      10         std::vector<element*, std::allocator<element*> >::_S_use_relocate() [109]
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [110]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_S_use_relocate() [109]
[110]    0.0    0.00    0.00      10         std::vector<element*, std::allocator<element*> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [110]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_S_do_relocate(element**, element**, element**, std::allocator<element*>&, std::integral_constant<bool, true>) [108]
[111]    0.0    0.00    0.00      10         element** std::__relocate_a<element**, element**, std::allocator<element*> >(element**, element**, element**, std::allocator<element*>&) [111]
                0.00    0.00      30/30          element** std::__niter_base<element**>(element**) [73]
                0.00    0.00      10/10          std::enable_if<std::__is_bitwise_relocatable<element*, void>::value, element**>::type std::__relocate_a_1<element*, element*>(element**, element**, element**, std::allocator<element*>&) [112]
-----------------------------------------------
                0.00    0.00      10/10          element** std::__relocate_a<element**, element**, std::allocator<element*> >(element**, element**, element**, std::allocator<element*>&) [111]
[112]    0.0    0.00    0.00      10         std::enable_if<std::__is_bitwise_relocatable<element*, void>::value, element**>::type std::__relocate_a_1<element*, element*>(element**, element**, element**, std::allocator<element*>&) [112]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_S_max_size(std::allocator<element*> const&) [105]
[113]    0.0    0.00    0.00      10         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [113]
-----------------------------------------------
                0.00    0.00      10/10          void __gnu_cxx::new_allocator<element*>::construct<element*, element*&>(element**, element*&) [100]
[114]    0.0    0.00    0.00      10         operator new(unsigned long, void*) [114]
-----------------------------------------------
                0.00    0.00       3/9           slider::update() [151]
                0.00    0.00       6/9           knob::update() [130]
[115]    0.0    0.00    0.00       9         element::ftoa(float) [115]
-----------------------------------------------
                0.00    0.00       9/9           void std::allocator_traits<std::allocator<element*> >::destroy<element*>(std::allocator<element*>&, element**) [122]
[116]    0.0    0.00    0.00       9         void __gnu_cxx::new_allocator<element*>::destroy<element*>(element**) [116]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<element*, std::allocator<element*> >::cbegin() const [121]
[117]    0.0    0.00    0.00       9         __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::__normal_iterator(element* const* const&) [117]
-----------------------------------------------
                0.00    0.00       9/9           collection::~collection() [28]
[118]    0.0    0.00    0.00       9         __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::__normal_iterator<element**>(__gnu_cxx::__normal_iterator<element**, __gnu_cxx::__enable_if<std::__are_same<element**, element**>::__value, std::vector<element*, std::allocator<element*> > >::__type> const&) [118]
                0.00    0.00       9/47          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::base() const [67]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<element*, std::allocator<element*> >::erase(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >) [123]
[119]    0.0    0.00    0.00       9         __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::difference_type __gnu_cxx::operator-<element* const*, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > > const&) [119]
                0.00    0.00      18/18          __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::base() const [77]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<element*, std::allocator<element*> >::_M_erase(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >) [124]
[120]    0.0    0.00    0.00       9         bool __gnu_cxx::operator!=<element**, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&) [120]
                0.00    0.00      18/47          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::base() const [67]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<element*, std::allocator<element*> >::erase(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >) [123]
[121]    0.0    0.00    0.00       9         std::vector<element*, std::allocator<element*> >::cbegin() const [121]
                0.00    0.00       9/9           __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::__normal_iterator(element* const* const&) [117]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<element*, std::allocator<element*> >::_M_erase(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >) [124]
[122]    0.0    0.00    0.00       9         void std::allocator_traits<std::allocator<element*> >::destroy<element*>(std::allocator<element*>&, element**) [122]
                0.00    0.00       9/9           void __gnu_cxx::new_allocator<element*>::destroy<element*>(element**) [116]
-----------------------------------------------
                0.00    0.00       9/9           collection::~collection() [28]
[123]    0.0    0.00    0.00       9         std::vector<element*, std::allocator<element*> >::erase(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >) [123]
                0.00    0.00       9/9           std::vector<element*, std::allocator<element*> >::cbegin() const [121]
                0.00    0.00       9/9           __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::difference_type __gnu_cxx::operator-<element* const*, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > > const&) [119]
                0.00    0.00       9/23          std::vector<element*, std::allocator<element*> >::begin() [75]
                0.00    0.00       9/27          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::operator+(long) const [74]
                0.00    0.00       9/9           std::vector<element*, std::allocator<element*> >::_M_erase(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >) [124]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<element*, std::allocator<element*> >::erase(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >) [123]
[124]    0.0    0.00    0.00       9         std::vector<element*, std::allocator<element*> >::_M_erase(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >) [124]
                0.00    0.00       9/14          std::vector<element*, std::allocator<element*> >::end() [88]
                0.00    0.00       9/27          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::operator+(long) const [74]
                0.00    0.00       9/9           bool __gnu_cxx::operator!=<element**, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&) [120]
                0.00    0.00       9/9           void std::allocator_traits<std::allocator<element*> >::destroy<element*>(std::allocator<element*>&, element**) [122]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator_traits<std::allocator<sf::Vertex> >::deallocate(std::allocator<sf::Vertex>&, sf::Vertex*, unsigned long) [126]
[125]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<sf::Vertex>::deallocate(sf::Vertex*, unsigned long) [125]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_deallocate(sf::Vertex*, unsigned long) [81]
[126]    0.0    0.00    0.00       8         std::allocator_traits<std::allocator<sf::Vertex> >::deallocate(std::allocator<sf::Vertex>&, sf::Vertex*, unsigned long) [126]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<sf::Vertex>::deallocate(sf::Vertex*, unsigned long) [125]
-----------------------------------------------
                0.00    0.00       1/7           main [1]
                0.00    0.00       6/7           element::initCanvas(int, int) [133]
[127]    0.0    0.00    0.00       7         sf::ContextSettings::ContextSettings(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool) [127]
-----------------------------------------------
                0.00    0.00       1/7           knob::knob(int, int, sf::String, int, int) [186]
                0.00    0.00       6/7           knob::update() [130]
[128]    0.0    0.00    0.00       7         knob::initDisplay(int, int) [128]
-----------------------------------------------
                0.00    0.00       6/6           main [1]
[129]    0.0    0.00    0.00       6         oscilloscope::oscilloscope(int, int, int, int, float*, int, bool, float, sf::Color, sf::Color) [129]
                0.00    0.00       6/6           frame::frame(int, int, int, int, sf::String) [132]
                0.00    0.00       6/55          sf::String::~String() [66]
-----------------------------------------------
                0.00    0.00       1/6           knob::setMin(float) [185]
                0.00    0.00       1/6           knob::setMax(float) [184]
                0.00    0.00       4/6           knob::setValue(float) [150]
[130]    0.0    0.00    0.00       6         knob::update() [130]
                0.00    0.00       6/6           knob::getRange() [131]
                0.00    0.00       6/9           element::ftoa(float) [115]
                0.00    0.00       6/55          sf::String::~String() [66]
                0.00    0.00       6/7           knob::initDisplay(int, int) [128]
-----------------------------------------------
                0.00    0.00       6/6           knob::update() [130]
[131]    0.0    0.00    0.00       6         knob::getRange() [131]
-----------------------------------------------
                0.00    0.00       6/6           oscilloscope::oscilloscope(int, int, int, int, float*, int, bool, float, sf::Color, sf::Color) [129]
[132]    0.0    0.00    0.00       6         frame::frame(int, int, int, int, sf::String) [132]
                0.00    0.00       6/10          element::element(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [99]
                0.00    0.00       6/6           element::initCanvas(int, int) [133]
-----------------------------------------------
                0.00    0.00       6/6           frame::frame(int, int, int, int, sf::String) [132]
[133]    0.0    0.00    0.00       6         element::initCanvas(int, int) [133]
                0.00    0.00       6/7           sf::ContextSettings::ContextSettings(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool) [127]
-----------------------------------------------
                0.00    0.00       1/6           std::_Vector_base<element*, std::allocator<element*> >::~_Vector_base() [214]
                0.00    0.00       5/6           void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
[134]    0.0    0.00    0.00       6         std::_Vector_base<element*, std::allocator<element*> >::_M_deallocate(element**, unsigned long) [134]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<element*> >::deallocate(std::allocator<element*>&, element**, unsigned long) [146]
-----------------------------------------------
                0.00    0.00       5/5           main [1]
[135]    0.0    0.00    0.00       5         synth::getChannelFloatBuffer(int) [135]
-----------------------------------------------
                0.00    0.00       5/5           synth::synth(int, int, int, double) [193]
[136]    0.0    0.00    0.00       5         effect::effect(int, effectType, double, double) [136]
-----------------------------------------------
                0.00    0.00       5/5           synth::~synth() [262]
[137]    0.0    0.00    0.00       5         effect::~effect() [137]
-----------------------------------------------
                0.00    0.00       5/5           filter::filter(mode, double, double) [139]
[138]    0.0    0.00    0.00       5         filter::calculateFeedbackAmount() [138]
-----------------------------------------------
                0.00    0.00       5/5           synth::synth(int, int, int, double) [193]
[139]    0.0    0.00    0.00       5         filter::filter(mode, double, double) [139]
                0.00    0.00       5/5           filter::calculateFeedbackAmount() [138]
-----------------------------------------------
                0.00    0.00       5/5           synth::~synth() [262]
[140]    0.0    0.00    0.00       5         filter::~filter() [140]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<element*> >::deallocate(std::allocator<element*>&, element**, unsigned long) [146]
[141]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<element*>::deallocate(element**, unsigned long) [141]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<element*> >::allocate(std::allocator<element*>&, unsigned long) [147]
[142]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<element*>::allocate(unsigned long, void const*) [142]
                0.00    0.00       5/15          __gnu_cxx::new_allocator<element*>::max_size() const [87]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
[143]    0.0    0.00    0.00       5         __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::difference_type __gnu_cxx::operator-<element**, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&) [143]
                0.00    0.00      10/47          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::base() const [67]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
[144]    0.0    0.00    0.00       5         std::vector<element*, std::allocator<element*> >::_M_check_len(unsigned long, char const*) const [144]
                0.00    0.00      20/909595      std::vector<element*, std::allocator<element*> >::size() const [37]
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::max_size() const [102]
                0.00    0.00       5/5           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [149]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
[145]    0.0    0.00    0.00       5         std::_Vector_base<element*, std::allocator<element*> >::_M_allocate(unsigned long) [145]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<element*> >::allocate(std::allocator<element*>&, unsigned long) [147]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<element*, std::allocator<element*> >::_M_deallocate(element**, unsigned long) [134]
[146]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<element*> >::deallocate(std::allocator<element*>&, element**, unsigned long) [146]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<element*>::deallocate(element**, unsigned long) [141]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<element*, std::allocator<element*> >::_M_allocate(unsigned long) [145]
[147]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<element*> >::allocate(std::allocator<element*>&, unsigned long) [147]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<element*>::allocate(unsigned long, void const*) [142]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<element*, std::allocator<element*> >::emplace_back<element*&>(element*&) [107]
[148]    0.0    0.00    0.00       5         void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_S_use_relocate() [109]
                0.00    0.00      10/11          std::_Vector_base<element*, std::allocator<element*> >::_M_get_Tp_allocator() [94]
                0.00    0.00      10/47          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::base() const [67]
                0.00    0.00      10/10          std::vector<element*, std::allocator<element*> >::_S_relocate(element**, element**, element**, std::allocator<element*>&) [106]
                0.00    0.00       5/5           std::vector<element*, std::allocator<element*> >::_M_check_len(unsigned long, char const*) const [144]
                0.00    0.00       5/23          std::vector<element*, std::allocator<element*> >::begin() [75]
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::difference_type __gnu_cxx::operator-<element**, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&) [143]
                0.00    0.00       5/5           std::_Vector_base<element*, std::allocator<element*> >::_M_allocate(unsigned long) [145]
                0.00    0.00       5/35          element*& std::forward<element*&>(std::remove_reference<element*&>::type&) [72]
                0.00    0.00       5/10          void std::allocator_traits<std::allocator<element*> >::construct<element*, element*&>(std::allocator<element*>&, element**, element*&) [104]
                0.00    0.00       5/6           std::_Vector_base<element*, std::allocator<element*> >::_M_deallocate(element**, unsigned long) [134]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<element*, std::allocator<element*> >::_M_check_len(unsigned long, char const*) const [144]
[149]    0.0    0.00    0.00       5         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [149]
-----------------------------------------------
                0.00    0.00       1/4           main [1]
                0.00    0.00       1/4           knob::knob(int, int, sf::String, int, int) [186]
                0.00    0.00       1/4           knob::setMin(float) [185]
                0.00    0.00       1/4           knob::setMax(float) [184]
[150]    0.0    0.00    0.00       4         knob::setValue(float) [150]
                0.00    0.00       4/6           knob::update() [130]
-----------------------------------------------
                0.00    0.00       1/3           slider::slider(int, int, sf::String, int, int) [198]
                0.00    0.00       2/3           slider::setValue(float) [154]
[151]    0.0    0.00    0.00       3         slider::update() [151]
                0.00    0.00       6/55          sf::String::~String() [66]
                0.00    0.00       3/3           slider::getRange() [152]
                0.00    0.00       3/9           element::ftoa(float) [115]
-----------------------------------------------
                0.00    0.00       3/3           slider::update() [151]
[152]    0.0    0.00    0.00       3         slider::getRange() [152]
-----------------------------------------------
                0.00    0.00       1/3           button::button(int, int, int, int, sf::String, sf::String, sf::String) [194]
                0.00    0.00       1/3           knob::knob(int, int, sf::String, int, int) [186]
                0.00    0.00       1/3           slider::slider(int, int, sf::String, int, int) [198]
[153]    0.0    0.00    0.00       3         element::initLabel(int, int, sf::String) [153]
-----------------------------------------------
                0.00    0.00       1/2           main [1]
                0.00    0.00       1/2           slider::slider(int, int, sf::String, int, int) [198]
[154]    0.0    0.00    0.00       2         slider::setValue(float) [154]
                0.00    0.00       2/3           slider::update() [151]
-----------------------------------------------
                0.00    0.00       2/2           synth::synth(int, int, int, double) [193]
[155]    0.0    0.00    0.00       2         channel::channel(int, double) [155]
-----------------------------------------------
                0.00    0.00       1/2           synth::synth(int, int, int, double) [193]
                0.00    0.00       1/2           synth::~synth() [262]
[156]    0.0    0.00    0.00       2         channel::~channel() [156]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[157]    0.0    0.00    0.00       2         element::setMoveActionPtr(void (*)(int, float)) [157]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [356]
[158]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN10collectionC2Ev [158]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [170]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [356]
[159]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN12oscilloscope4drawEPN2sf12RenderWindowE [159]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [173]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [356]
[160]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN2vu4drawEPN2sf12RenderWindowE [160]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [172]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [356]
[161]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4knob4drawEPN2sf12RenderWindowE [161]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [171]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [356]
[162]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5synthC2Eiiid [162]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [174]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [356]
[163]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6decodeC2Ev [163]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [175]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [356]
[164]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6effectC2Ei10effectTypedd [164]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [178]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [356]
[165]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6filterC2E4modedd [165]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [177]
-----------------------------------------------
